title,rentType,position,direction,area,tags,price
整租·古北·虹南小区-中山西路1432弄·2居室,整租,古北 虹南小区-中山西路1432弄 · 距离地铁虹桥路677米, 南 , 59 平米 ,随时看,6900 元/月
整租·田林·田林十一村·1居室,整租,田林 田林十一村 · 距离地铁桂林路777米, 南 , 29 平米 ,随时看,4000 元/月
整租·张庙·民主紫竹苑·1居室,整租,张庙 民主紫竹苑 · 距离地铁共康路448米, 南 , 54 平米 ,随时看,4500 元/月
整租·世博·德州三村·2居室,整租,浦东世博 德州三村 · 距离地铁成山路528米, 南 , 50 平米 ,随时看,5100 元/月
整租·塘桥·浦建小区·1居室,整租,塘桥 浦建小区 · 距离地铁塘桥263米, 南 , 34 平米 ,随时看,3800 元/月
整租·周浦·粤亮湾景苑·1居室,整租,周浦 粤亮湾景苑, 南 , 59 平米 ,随时看,3300 元/月
整租·金桥·杨高北路5539号·1居室,整租,金桥 杨高北路5539号 · 距离地铁金桥799米, 东 , 30 平米 ,随时看,2700 元/月
整租·金杨·香山东南街坊·2居室,整租,金杨 香山东南街坊 · 距离地铁蓝天路518米, 南 , 75 平米 ,随时看,5900 元/月
整租·斜土路·江南二村·1居室,整租,斜土路大木桥 江南二村 · 距离地铁大木桥路68米, 南 , 28 平米 ,随时看,3800 元/月
整租·彭浦·岭南路700弄·1居室,整租,彭浦 岭南路700弄 · 距离地铁共康路872米, 南 , 55 平米 ,随时看,3600 元/月
整租·九亭·青年城-沪松公路1519弄·2居室,整租,九亭 青年城-沪松公路1519弄 · 距离地铁九亭212米, 南 , 50 平米 ,随时看,5000 元/月
整租·金杨·锦绣河山·2居室,整租,金杨 锦绣河山 · 距离地铁德平路504米, 南 , 78 平米 ,随时看,5800 元/月
整租·金桥·鹏欣绿苑·3居室,整租,金桥 鹏欣绿苑 · 距离地铁五莲路334米, 南 , 128 平米 ,随时看,8200 元/月
整租·真如·东江hai·1居室,整租,真如 东江HAI · 距离地铁真如795米, 南 , 40 平米 ,随时看,4400 元/月
整租·打浦桥·瑞金二路410弄·1居室,整租,打浦桥 瑞金二路410弄 · 距离地铁嘉善路709米, 南 , 36 平米 ,随时看,5300 元/月
整租·真如·真如新村·2居室,整租,真如 真如新村 · 距离地铁真如802米, 南 , 44 平米 ,随时看,4800 元/月
整租·植物园·园南二村·1居室,整租,植物园 园南二村, 东南 , 47 平米 ,随时看,4200 元/月
整租·彭浦·闻喜路806弄·1居室,整租,彭浦 闻喜路806弄 · 距离地铁彭浦新村306米, 南 , 18 平米 ,随时看,4200 元/月
整租·上海南站·汇成四村·1居室,整租,南站 汇成四村 · 距离地铁上海南站1165米, 南 , 36 平米 ,随时看,3400 元/月
整租·泗泾·钰丰商都小区·2居室,整租,泗泾 钰丰商都小区, 南北 , 62 平米 ,随时看,3800 元/月
整租·金桥·沪南小区-博兴路250弄·2居室,整租,金桥 沪南小区-博兴路250弄 · 距离地铁博兴路790米, 南 , 49 平米 ,随时看,4300 元/月
整租·田林·领秀爱建园·3居室,整租,田林 领秀爱建园 · 距离地铁漕溪路565米, 南 , 148 平米 ,随时看,13800 元/月
整租·三林·上南路3349弄·1居室,整租,三林 上南路3349弄 · 距离地铁杨思713米, 南 , 45 平米 ,随时看,4000 元/月
整租·世博·恒大小区·2居室,整租,浦东世博 恒大小区 · 距离地铁东明路192米, 南 , 55 平米 ,随时看,5600 元/月
整租·三林·万科新里程·3居室,整租,三林 万科新里程 · 距离地铁高青路1202米, 南北 , 93 平米 ,随时看,7300 元/月
整租·七宝·宝南小区·2居室,整租,七宝 宝南小区 · 距离地铁七宝921米, 南 , 74 平米 ,随时看,5000 元/月
整租·斜土路·大木小区·2居室,整租,斜土路大木桥 大木小区 · 距离地铁嘉善路376米, 南 , 50 平米 ,随时看,5900 元/月
整租·金杨·黄山始信苑·2居室,整租,金杨 黄山始信苑 · 距离地铁云山路478米, 南 , 54 平米 ,随时看,5700 元/月
整租·陆家嘴·崂山二村·2居室,整租,陆家嘴 崂山二村 · 距离地铁浦东大道347米, , 32 平米 ,随时看,4500 元/月
整租·华泾·东湾小区·3居室,整租,华泾 东湾小区, 南 , 82 平米 ,随时看,6800 元/月
整租·金桥·清水苑-长岛路1280弄·2居室,整租,金桥 清水苑-长岛路1280弄 · 距离地铁博兴路770米, 南 , 67 平米 ,随时看,6600 元/月
整租·鞍山·华元豪庭·3居室,整租,鞍山 华元豪庭 · 距离地铁江浦路389米, 南 , 138 平米 ,随时看,11000 元/月
整租·曹杨·曹杨二村·2居室,整租,曹杨 曹杨二村 · 距离地铁枫桥路575米, 南 , 51 平米 ,随时看,4800 元/月
整租·塘桥·金浦小区-浦建路207弄·1居室,整租,塘桥 金浦小区-浦建路207弄 · 距离地铁塘桥480米, 南 , 44 平米 ,随时看,4800 元/月
整租·康桥·双秀家园北园·2居室,整租,康桥 双秀家园北园, 南 , 86 平米 ,随时看,4300 元/月
整租·万体馆·龙吴路11弄·2居室,整租,万体馆 龙吴路11弄 · 距离地铁龙漕路283米, 南 , 57 平米 ,随时看,5700 元/月
整租·塘桥·南泉小区·1居室,整租,塘桥 南泉小区 · 距离地铁塘桥491米, 南 , 35 平米 ,随时看,4000 元/月
整租·金杨·金云苑·2居室,整租,金杨 金云苑 · 距离地铁德平路950米, 南 , 20 平米 ,随时看,2000 元/月
整租·洋泾·卫东新村·1居室,整租,洋泾 卫东新村 · 距离地铁民生路1059米, 南 , 34 平米 ,随时看,3700 元/月
整租·颛桥·春辉新村·3居室,整租,颛桥 春辉新村 · 距离地铁颛桥1372米, 南北 , 96 平米 ,随时看,6000 元/月
整租·梅陇·罗阳七村·1居室,整租,梅陇 罗阳七村 · 距离地铁外环路664米, 南 , 51 平米 ,随时看,4200 元/月
整租·潍坊·东建新村·2居室,整租,潍坊 东建新村 · 距离地铁塘桥818米, 南 , 47 平米 ,随时看,5200 元/月
整租·潍坊·潍坊六村·1居室,整租,潍坊 潍坊六村 · 距离地铁浦电路(6号线)590米, 南 , 39 平米 ,随时看,4700 元/月
整租·金杨·罗山七村-博山东路173弄·2居室,整租,金杨 罗山七村-博山东路173弄 · 距离地铁德平路655米, 南 , 61 平米 ,随时看,4500 元/月
整租·华泾·馨宁公寓·2居室,整租,华泾 馨宁公寓, 南 , 83 平米 ,随时看,7000 元/月
整租·不夜城·芷江西路285弄·1居室,整租,不夜城 芷江西路285弄 · 距离地铁中山北路246米, , 45 平米 ,随时看,3000 元/月
整租·九亭·亭汇花苑·2居室,整租,九亭 亭汇花苑 · 距离地铁九亭516米, 南 , 89 平米 ,随时看,5200 元/月
整租·光新·新体育广场·1居室,整租,光新 新体育广场 · 距离地铁岚皋路638米, , 48 平米 ,随时看,3600 元/月
整租·塘桥·君誉江畔·1居室,整租,塘桥 君誉江畔 · 距离地铁塘桥215米, 南 , 54 平米 ,随时看,7000 元/月
整租·七宝·佳宝二村·2居室,整租,七宝 佳宝二村 · 距离地铁七宝525米, 南 , 66 平米 ,随时看,4800 元/月
整租·斜土路·茶陵路75弄·1居室,整租,斜土路大木桥 茶陵小区 · 距离地铁大木桥路442米, 南 , 35 平米 ,随时看,5700 元/月
整租·金桥·陈家宅小区-浦东大道2748弄1-12号·1居室,整租,金桥 陈家宅小区-浦东大道2748弄 · 距离地铁金桥路1212米, 南 , 40 平米 ,随时看,3000 元/月
整租·塘桥·南泉路1127号·2居室,整租,塘桥 南泉路1127号 · 距离地铁蓝村路502米, 南北 , 54 平米 ,随时看,6300 元/月
整租·中山公园·娄山关路764弄·1居室,整租,中山公园 娄山关路764弄 · 距离地铁娄山关路154米, 南 , 33 平米 ,随时看,4600 元/月
整租·金杨·罗山七村-博山东路173弄·1居室,整租,金杨 罗山七村-博山东路173弄 · 距离地铁德平路655米, 南 , 44 平米 ,随时看,4700 元/月
整租·金杨·黄山始信苑·1居室,整租,金杨 黄山始信苑 · 距离地铁云山路478米, 南 , 51 平米 ,随时看,4300 元/月
整租·斜土路·日晖二村·1居室,整租,斜土路大木桥 日晖二村 · 距离地铁大木桥路193米, 南 , 16 平米 ,随时看,4200 元/月
整租·田林·田林二村·1居室,整租,田林 田林二村 · 距离地铁桂林公园397米, 南 , 30 平米 ,随时看,3100 元/月
整租·康桥·周康五村·1居室,整租,康桥 周康五村, 南 , 62 平米 ,随时看,3400 元/月
整租·塘桥·蓝村小区·1居室,整租,塘桥 蓝村小区 · 距离地铁蓝村路304米, 南 , 33 平米 ,随时看,5200 元/月
整租·外高桥·潼港八村·2居室,整租,外高桥 潼港八村 · 距离地铁港城路700米, 南 , 44 平米 ,随时看,3000 元/月
整租·西郊·馨兰小区·1居室,整租,西郊 馨兰小区 · 距离地铁淞虹路1210米, 南 , 64 平米 ,随时看,4900 元/月
整租·长风·桂巷新村·1居室,整租,长风 桂巷新村 · 距离地铁大渡河路954米, , 30 平米 ,随时看,3700 元/月
整租·高行·华高一村·1居室,整租,高行 华高一村 · 距离地铁金京路317米, 南北 , 57 平米 ,随时看,4700 元/月
整租·合庆·阳光城魔都·1居室,整租,唐镇 阳光城魔都, 南 , 45 平米 ,随时看,5500 元/月
整租·控江路·控江路1200弄·1居室,整租,控江 控江路1200弄 · 距离地铁黄兴路78米, 南 , 32 平米 ,随时看,3700 元/月
整租·曹杨·曹杨九村·2居室,整租,曹杨 曹杨九村 · 距离地铁大渡河路782米, 南 , 47 平米 ,随时看,5200 元/月
整租·曹杨·曹杨九村·1居室,整租,曹杨 曹杨九村 · 距离地铁大渡河路782米, 南 , 29 平米 ,随时看,4400 元/月
整租·龙华·东航小区·1居室,整租,龙华 东航小区 · 距离地铁宜山路645米, 北 , 24 平米 ,随时看,3600 元/月
整租·世博·上钢五村·2居室,整租,浦东世博 上钢五村 · 距离地铁长清路358米, 南 , 50 平米 ,随时看,6000 元/月
整租·甘泉宜川·宜川二村·1居室,整租,甘泉宜川 宜川二村 · 距离地铁中潭路790米, 南 , 16 平米 ,随时看,3500 元/月
整租·北蔡·由由二村·1居室,整租,北蔡 由由二村 · 距离地铁杨高南路587米, 南 , 46 平米 ,随时看,4200 元/月
整租·彭浦·临汾名城·2居室,整租,彭浦 临汾名城, 南 , 87 平米 ,随时看,6500 元/月
整租·夏阳·中铁逸都一区·2居室,整租,夏阳 中铁逸都一区 · 距离地铁青浦新城688米, 南 , 91 平米 ,随时看,3300 元/月
整租·世博滨江·耀江花园·1居室,整租,世博滨江 耀江花园 · 距离地铁西藏南路389米, 南 , 64 平米 ,随时看,9500 元/月
整租·梅陇·西班牙名园·3居室,整租,梅陇 西班牙名园 · 距离地铁莲花路182米, 南北 , 135 平米 ,随时看,10500 元/月
整租·控江路·控江路802弄·1居室,整租,杨浦公园 控江路802弄 · 距离地铁延吉中路642米, 北 , 24 平米 ,随时看,3400 元/月
整租·金杨·香山东北街坊·1居室,整租,金杨 香山东北街坊 · 距离地铁蓝天路629米, 南 , 44 平米 ,随时看,4000 元/月
整租·老西门·新世纪大厦·1居室,整租,老西门 新世纪大厦 · 距离地铁陆家浜路284米, 北 , 33 平米 ,随时看,5000 元/月
整租·高行·东力新村·2居室,整租,高行 东力新村 · 距离地铁申江路772米, 南 , 70 平米 ,随时看,5000 元/月
整租·丰庄·嘉秀坊·1居室,整租,丰庄 嘉秀坊, 南 , 49 平米 ,随时看,3300 元/月
整租·周浦·中虹佳园-瑞浦路288弄·2居室,整租,周浦 中虹佳园-瑞浦路288弄, 南 , 76 平米 ,随时看,3600 元/月
整租·田林·田林十二村·1居室,整租,田林 田林十二村 · 距离地铁漕宝路642米, 南 , 34 平米 ,随时看,4200 元/月
整租·三林·三林路430弄·2居室,整租,三林 三林路430弄 · 距离地铁凌兆新村1064米, 南 , 52 平米 ,随时看,3500 元/月
整租·黄兴公园·延吉七村·1居室,整租,黄兴公园 延吉七村 · 距离地铁延吉中路193米, 南 , 43 平米 ,随时看,4000 元/月
整租·浦江·旭辉浦江国际广场·1居室,整租,浦江 旭辉浦江国际广场 · 距离地铁联航路580米, 南 , 45 平米 ,随时看,3000 元/月
整租·塘桥·航运小区·1居室,整租,塘桥 航运小区 · 距离地铁蓝村路609米, 南 , 38 平米 ,随时看,4400 元/月
整租·源深·梅园新村·2居室,整租,源深 梅园新村 · 距离地铁浦东大道367米, , 45 平米 ,随时看,5900 元/月
整租·凉城·广灵二村·1居室,整租,凉城 广灵二村 · 距离地铁大柏树599米, 南 , 33 平米 ,随时看,3200 元/月
整租·洋泾·卫东新村·2居室,整租,洋泾 卫东新村 · 距离地铁民生路1059米, 南 , 44 平米 ,随时看,4200 元/月
整租·彭浦·和新小区·1居室,整租,彭浦 和新小区 · 距离地铁彭浦新村501米, 南 , 40 平米 ,随时看,3700 元/月
整租·康桥·绿地康桥新苑·2居室,整租,康桥 绿地康桥新苑, 南 , 81 平米 ,随时看,4300 元/月
整租·北新泾·新泾四村·1居室,整租,北新泾 新泾四村 · 距离地铁北新泾652米, 南 , 40 平米 ,随时看,4500 元/月
整租·北新泾·新泾七村·2居室,整租,北新泾 新泾七村 · 距离地铁淞虹路395米, 南 , 44 平米 ,随时看,5300 元/月
整租·洋泾·维多利华庭·3居室,整租,洋泾 维多利华庭 · 距离地铁北洋泾路600米, 南 , 132 平米 ,随时看,11000 元/月
整租·黄兴公园·控江五村·1居室,整租,控江 控江五村 · 距离地铁延吉中路508米, 南 , 36 平米 ,随时看,4800 元/月
整租·北蔡·南杨花园·2居室,整租,北蔡 南杨花园 · 距离地铁芳华路463米, 南 , 62 平米 ,随时看,5200 元/月
整租·蓬莱公园·西凌新邨·1居室,整租,蓬莱公园 西凌新邨 · 距离地铁陆家浜路616米, 北 , 28 平米 ,随时看,4500 元/月
整租·塘桥·微山新村·1居室,整租,塘桥 微山新村 · 距离地铁塘桥291米, 南 , 31 平米 ,随时看,4200 元/月
整租·塘桥·峨山小区·1居室,整租,塘桥 峨山小区 · 距离地铁蓝村路400米, 南 , 29 平米 ,随时看,5000 元/月
整租·潍坊·东建新村·2居室,整租,潍坊 东建新村 · 距离地铁塘桥818米, 南 , 41 平米 ,随时看,5000 元/月
整租·康桥·秀康新城海尚康庭·3居室,整租,周浦 秀康新城海尚康庭 · 距离地铁秀沿路1102米, 南北 , 73 平米 ,随时看,4300 元/月
整租·真如·北石路101-107号·2居室,整租,真如 北石路101-107号 · 距离地铁真如443米, 东 , 29 平米 ,随时看,4500 元/月
整租·虹桥·虹一小区·2居室,整租,虹桥 虹一小区 · 距离地铁宋园路147米, 南 , 43 平米 ,随时看,6000 元/月
整租·周浦·加盟圣蓝·3居室,整租,周浦 加盟圣蓝, 南 , 137 平米 ,随时看,3000 元/月
整租·真光·真光六街坊·2居室,整租,真光 真光六街坊, 南 , 65 平米 ,随时看,4700 元/月
整租·彭浦·汾西路400弄·2居室,整租,彭浦 汾西路400弄 · 距离地铁彭浦新村1293米, 南 , 53 平米 ,随时看,4100 元/月
整租·彭浦·阳曲路470弄·1居室,整租,彭浦 阳曲路470弄 · 距离地铁共康路1453米, 南 , 34 平米 ,随时看,3500 元/月
整租·斜土路·日晖六村·1居室,整租,斜土路大木桥 日晖六村 · 距离地铁大木桥路173米, 南 , 18 平米 ,随时看,4200 元/月
整租·徐家汇·振兴小区·1居室,整租,徐家汇 振兴小区 · 距离地铁东安路379米, 南 , 36 平米 ,随时看,4500 元/月
整租·徐家汇·东安二村·1居室,整租,斜土路大木桥 东安二村 · 距离地铁龙华中路350米, 北 , 30 平米 ,随时看,4700 元/月
整租·真光·真光二街坊·1居室,整租,真光 真光二街坊, 南 , 40 平米 ,随时看,3800 元/月
整租·徐家汇·东安一村·1居室,整租,斜土路大木桥 东安一村 · 距离地铁龙华中路321米, 南 , 33 平米 ,随时看,4300 元/月
整租·田林·田林体育公寓·3居室,整租,田林 田林体育公寓 · 距离地铁漕宝路813米, 南 , 113 平米 ,随时看,11600 元/月
整租荷一小区·2居室,整租,金桥 荷一小区 · 距离地铁五莲路520米, 南 , 61 平米 ,随时看,4500 元/月
整租·彭浦·景凤路403弄·1居室,整租,彭浦 景凤路403弄 · 距离地铁共康路1126米, 南 , 35 平米 ,随时看,3000 元/月
整租·潍坊·潍坊二村·1居室,整租,潍坊 潍坊二村 · 距离地铁浦电路(6号线)806米, 南 , 29 平米 ,随时看,4200 元/月
整租·华泾·华建一街坊·1居室,整租,华泾 华建一街坊, 南 , 38 平米 ,随时看,3500 元/月
整租·世博·德州四村-成山路24弄·2居室,整租,浦东世博 德州四村-成山路24弄 · 距离地铁长清路597米, 东 , 53 平米 ,随时看,5600 元/月
整租·植物园·罗秀三村·1居室,整租,植物园 罗秀三村, 南 , 42 平米 ,随时看,3500 元/月
整租·塘桥·南泉小区·2居室,整租,塘桥 南泉小区 · 距离地铁塘桥491米, 南 , 51 平米 ,随时看,5500 元/月
整租·徐家汇·东安四村·1居室,整租,斜土路大木桥 东安四村 · 距离地铁东安路552米, 南 , 14 平米 ,随时看,4000 元/月
整租·曹家渡·蓝朝部落·1居室,整租,曹家渡 蓝朝部落 · 距离地铁江苏路638米, 南 , 53 平米 ,随时看,6200 元/月
整租·高行·幸福小镇-公寓·3居室,整租,高行 幸福小镇-公寓, 南 , 125 平米 ,随时看,7000 元/月
整租·北蔡·莲东新村·3居室,整租,北蔡 莲东新村, 南 , 95 平米 ,随时看,6100 元/月
整租·金杨·黄山小区·2居室,整租,金杨 黄山小区 · 距离地铁云山路982米, 南 , 64 平米 ,随时看,5400 元/月
整租·金杨·金杨九街坊·1居室,整租,金杨 金杨九街坊 · 距离地铁金桥路550米, 南 , 33 平米 ,随时看,3850 元/月
整租·真如·石岚三村·1居室,整租,真如 石岚三村 · 距离地铁岚皋路601米, 北 , 30 平米 ,随时看,3800 元/月
整租·北蔡·鹏裕苑·2居室,整租,北蔡 鹏裕苑 · 距离地铁芳华路1004米, 南 , 80 平米 ,随时看,5400 元/月
整租·康健·寿昌坊·1居室,整租,康健 寿昌坊 · 距离地铁上海南站941米, 南 , 36 平米 ,随时看,4800 元/月
整租·颛桥·翔泰苑·1居室,整租,颛桥 翔泰苑 · 距离地铁北桥594米, 南 , 50 平米 ,随时看,3800 元/月
整租·南码头·胶南小区·1居室,整租,南码头 胶南小区 · 距离地铁临沂新村895米, 南 , 36 平米 ,随时看,4000 元/月
整租·长桥·长桥四村·2居室,整租,长桥 长桥四村, 南 , 52 平米 ,随时看,3900 元/月
整租·世博·上南一村·1居室,整租,浦东世博 上南一村 · 距离地铁耀华路291米, 南 , 34 平米 ,随时看,4700 元/月
整租·三林·环球翡翠湾-高层·2居室,整租,三林 环球翡翠湾-高层 · 距离地铁浦三路533米, 南 , 96 平米 ,随时看,6700 元/月
整租·斜土路·日晖三村·1居室,整租,斜土路大木桥 日晖三村 · 距离地铁大木桥路248米, 北 , 28 平米 ,随时看,4100 元/月
整租·曲阳·东体育会路380弄·1居室,整租,曲阳 东体育会路380弄 · 距离地铁赤峰路456米, 南 , 35 平米 ,随时看,3365 元/月
整租·古美·蔚蓝城市花园·2居室,整租,古美罗阳 蔚蓝城市花园 · 距离地铁虹梅路1324米, 南 , 101 平米 ,随时看,6800 元/月
整租·塘桥·浦建小区·1居室,整租,塘桥 浦建小区 · 距离地铁塘桥263米, 南 , 40 平米 ,随时看,4300 元/月
整租·七宝·学院新村·2居室,整租,七宝 学院新村 · 距离地铁星中路1338米, 南 , 69 平米 ,随时看,4900 元/月
整租·塘桥·峨山小区·1居室,整租,塘桥 峨山小区 · 距离地铁蓝村路400米, 南 , 33 平米 ,随时看,5200 元/月
整租·塘桥·塘桥小区·1居室,整租,塘桥 塘桥小区 · 距离地铁塘桥315米, 南 , 29 平米 ,随时看,4000 元/月
整租·塘桥·浦东南路2050号·1居室,整租,塘桥 浦东南路2050号 · 距离地铁塘桥238米, 南 , 32 平米 ,随时看,4800 元/月
整租·金杨·香山东北街坊·2居室,整租,金杨 香山东北街坊 · 距离地铁蓝天路629米, 南 , 54 平米 ,随时看,5500 元/月
整租·源深·陈家门小区·2居室,整租,源深 陈家门小区 · 距离地铁浦东大道539米, 南北 , 48 平米 ,随时看,5600 元/月
整租·源深·梅园三村·2居室,整租,源深 梅园三村 · 距离地铁浦东大道401米, 南 , 38 平米 ,随时看,6000 元/月
整租·潍坊·潍坊十村-潍坊路154弄·2居室,整租,潍坊 潍坊十村-潍坊路154弄 · 距离地铁世纪大道478米, 南 , 53 平米 ,随时看,5700 元/月
整租·光新·管弄新村五街坊·1居室,整租,光新 管弄新村五街坊 · 距离地铁岚皋路306米, 南 , 41 平米 ,随时看,4500 元/月
整租·南码头·胶南小区·2居室,整租,南码头 胶南小区 · 距离地铁临沂新村895米, 南 , 48 平米 ,随时看,4700 元/月
整租·田林·田林六村·2居室,整租,田林 田林六村 · 距离地铁桂林路285米, 南 , 47 平米 ,随时看,5500 元/月
整租·万体馆·漕溪四村·2居室,整租,万体馆 漕溪四村 · 距离地铁龙漕路447米, 南 , 33 平米 ,随时看,5200 元/月
整租·周浦·周浦万达广场·2居室,整租,周浦 周浦万达广场, 西 , 43 平米 ,随时看,2500 元/月
整租·北新泾·新泾四村·1居室,整租,北新泾 新泾四村 · 距离地铁北新泾652米, 南 , 40 平米 ,随时看,4800 元/月
整租·江湾镇·沽源小区·1居室,整租,江湾镇 沽源小区 · 距离地铁江湾镇847米, 南 , 39 平米 ,随时看,4200 元/月
整租伟业金锦苑三村·1居室,整租,金桥 伟业金锦苑三村 · 距离地铁巨峰路478米, 南 , 57 平米 ,随时看,4500 元/月
整租·田林·田林六村·1居室,整租,田林 田林六村 · 距离地铁桂林路285米, 南 , 40 平米 ,随时看,5200 元/月
整租·莘庄·上海康城四期瀑布湾道·2居室,整租,莘庄 上海康城四期瀑布湾道, 南 , 101 平米 ,随时看,5200 元/月
整租·真光·真光七街坊·1居室,整租,真光 真光七街坊, 南 , 33 平米 ,随时看,4100 元/月
整租·控江路·控江二村·1居室,整租,控江 控江二村 · 距离地铁黄兴路556米, 南 , 36 平米 ,随时看,3500 元/月
整租·金杨·金杨十街坊·2居室,整租,金杨 金杨十街坊 · 距离地铁金桥路612米, 南 , 57 平米 ,随时看,4800 元/月
整租·金杨·金杨新村二街坊·3居室,整租,金杨 金杨新村二街坊 · 距离地铁云山路134米, 南 , 74 平米 ,随时看,6600 元/月
整租·西郊·馨虹小区·1居室,整租,西郊 馨虹小区 · 距离地铁北新泾1319米, 南 , 38 平米 ,随时看,4500 元/月
整租·甘泉宜川·宜川二村·1居室,整租,甘泉宜川 宜川二村 · 距离地铁中潭路790米, 南 , 16 平米 ,随时看,4200 元/月
整租·甘泉宜川·新宜小区-宜川路451弄·1居室,整租,甘泉宜川 新宜小区-宜川路451弄 · 距离地铁中潭路1268米, 南 , 39 平米 ,随时看,4380 元/月
整租·金杨·罗山六村·2居室,整租,金杨 罗山六村 · 距离地铁德平路430米, 南 , 66 平米 ,随时看,5200 元/月
整租·花木·新领地·1居室,整租,花木 新领地 · 距离地铁龙阳路697米, 南 , 62 平米 ,随时看,5600 元/月
整租·梅陇·梅陇一村·2居室,整租,梅陇 梅陇一村 · 距离地铁莲花路1246米, 南 , 73 平米 ,随时看,5800 元/月
整租·塘桥·南泉小区·2居室,整租,塘桥 南泉小区 · 距离地铁塘桥491米, 南 , 57 平米 ,随时看,6500 元/月
整租·源深·梅园七街坊·1居室,整租,源深 梅园七街坊 · 距离地铁源深体育中心755米, 南 , 59 平米 ,随时看,5300 元/月
整租·古美·中友嘉园·1居室,整租,古美罗阳 中友嘉园 · 距离地铁虹梅路260米, 南 , 62 平米 ,随时看,5200 元/月
整租·花木·新领地·1居室,整租,花木 新领地 · 距离地铁龙阳路697米, 南 , 47 平米 ,随时看,4800 元/月
整租·康桥·康湾苑·3居室,整租,康桥 康湾苑 · 距离地铁秀沿路1398米, 南 , 84 平米 ,随时看,4400 元/月
整租·斜土路·西木小区-小木桥路440弄·1居室,整租,斜土路大木桥 西木小区-小木桥路440弄 · 距离地铁大木桥路453米, 南 , 30 平米 ,随时看,4650 元/月
整租·长征·梅川四街坊·2居室,整租,长征 梅川四街坊, 南 , 64 平米 ,随时看,5200 元/月
整租·长桥·徐汇新城·4居室,整租,长桥 徐汇新城, 南 , 137 平米 ,随时看,7400 元/月
整租·梅陇·盛源花园·2居室,整租,梅陇 盛源花园 · 距离地铁莲花路1022米, 南 , 67 平米 ,随时看,4800 元/月
整租·龙华·宛龙小区·1居室,整租,龙华 宛龙小区 · 距离地铁上海体育场548米, 南 , 28 平米 ,随时看,4800 元/月
整租·金杨·天元公寓·2居室,整租,金杨 天元公寓 · 距离地铁德平路563米, 南 , 84 平米 ,随时看,5500 元/月
整租·张江·盛大天地青春里二期·2居室,整租,张江 盛大天地青春里二期, 东 , 44 平米 ,随时看,5700 元/月
整租·康健·健安坊·2居室,整租,康健 健安坊 · 距离地铁上海南站683米, 南 , 42 平米 ,随时看,4700 元/月
整租·三林·海阳新村·2居室,整租,三林 海阳新村 · 距离地铁灵岩南路648米, 南 , 68 平米 ,随时看,6500 元/月
整租·高行·高行馨苑·3居室,整租,高行 高行馨苑, 南 , 116 平米 ,随时看,6600 元/月
整租·世博·德州二村·1居室,整租,浦东世博 德州二村 · 距离地铁成山路425米, 南 , 31 平米 ,随时看,4100 元/月
整租·丰庄·嘉美坊·1居室,整租,丰庄 嘉美坊, 南 , 48 平米 ,随时看,3600 元/月
整租·金杨·桥畔小区-罗山路665弄·1居室,整租,金杨 桥畔小区-罗山路665弄 · 距离地铁德平路348米, 南 , 52 平米 ,随时看,4000 元/月
整租·真如·真如西村·2居室,整租,真如 真如西村 · 距离地铁真如839米, 南 , 47 平米 ,随时看,5800 元/月
整租·梅陇·罗阳东四村·1居室,整租,梅陇 罗阳东四村 · 距离地铁莲花路1252米, 南 , 37 平米 ,随时看,4600 元/月
整租·塘桥·龙阳小区·1居室,整租,塘桥 龙阳小区 · 距离地铁塘桥286米, 南 , 42 平米 ,随时看,4500 元/月
整租·田林·田林十一村·2居室,整租,田林 田林十一村 · 距离地铁桂林路777米, 南 , 49 平米 ,随时看,5800 元/月
整租·曹杨·曹杨二村·1居室,整租,曹杨 曹杨二村 · 距离地铁枫桥路575米, 南 , 35 平米 ,随时看,4600 元/月
整租·万体馆·天钥新村·1居室,整租,万体馆 天钥新村 · 距离地铁上海体育场116米, 南 , 45 平米 ,随时看,4500 元/月
整租·万体馆·龙山新村·2居室,整租,万体馆 龙山新村 · 距离地铁上海体育场215米, 南 , 51 平米 ,随时看,7200 元/月
整租·田林·宜山路701弄·1居室,整租,田林 宜山路701弄 · 距离地铁桂林路151米, 南 , 30 平米 ,随时看,4700 元/月
整租·世博·上钢六村·1居室,整租,浦东世博 上钢六村 · 距离地铁成山路456米, 南 , 40 平米 ,随时看,4300 元/月
整租·甘泉宜川·甘泉一村·2居室,整租,甘泉宜川 甘泉一村 · 距离地铁新村路941米, 南 , 45 平米 ,随时看,5500 元/月
整租·七宝·宝南路531弄·2居室,整租,七宝 宝南路531弄 · 距离地铁七宝923米, 南 , 48 平米 ,随时看,4800 元/月
整租·五里桥·丽园新村·1居室,整租,五里桥 丽园新村 · 距离地铁陆家浜路648米, 南 , 31 平米 ,随时看,4300 元/月
整租·田林·田林十二村·2居室,整租,田林 田林十二村 · 距离地铁漕宝路642米, 南 , 50 平米 ,随时看,6000 元/月
整租·康健·寿祥坊·2居室,整租,康健 寿祥坊 · 距离地铁上海南站1111米, 南 , 55 平米 ,随时看,5300 元/月
整租·塘桥·南泉小区·1居室,整租,塘桥 南泉小区 · 距离地铁塘桥491米, 南 , 31 平米 ,随时看,4000 元/月
整租·康健·东樱花园·1居室,整租,康健 东樱花园, 南 , 45 平米 ,随时看,3700 元/月
整租·长征·梅川四街坊·1居室,整租,长征 梅川四街坊, 南 , 44 平米 ,随时看,3700 元/月
